image_id,class,bbox,width,height,area
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(2021, 1839, 2127, 1954)",106,115,12190
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1784, 1837, 1890, 1952)",106,115,12190
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(2263, 2182, 2342, 2279)",79,97,7663
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(2012, 2141, 2105, 2269)",93,128,11904
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1883, 2140, 1988, 2262)",105,122,12810
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1780, 2157, 1866, 2251)",86,94,8084
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1973, 2419, 2083, 2545)",110,126,13860
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1168, 1723, 1324, 1919)",156,196,30576
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1038, 1752, 1150, 1882)",112,130,14560
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(1015, 2140, 1109, 2243)",94,103,9682
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(847, 2107, 990, 2281)",143,174,24882
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Airplane,"(744, 2070, 826, 2173)",82,103,8446
d8873734-016a-4b9d-9b9e-8bc47eb13fef.jpg,Truncated_airplane,"(1053, 2481, 1167, 2559)",114,78,8892
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(2250, 382, 2359, 505)",109,123,13407
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(2048, 270, 2191, 436)",143,166,23738
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(1834, 993, 1917, 1074)",83,81,6723
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(1730, 16, 1867, 168)",137,152,20824
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(1604, 25, 1735, 181)",131,156,20436
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Truncated_airplane,"(1558, 0, 1680, 69)",122,69,8418
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(1828, 1263, 1896, 1346)",68,83,5644
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(1925, 1377, 2050, 1526)",125,149,18625
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(128, 1401, 281, 1519)",153,118,18054
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(541, 1862, 660, 2008)",119,146,17374
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(679, 1939, 821, 2089)",142,150,21300
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(254, 1687, 400, 1831)",146,144,21024
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(90, 1587, 204, 1718)",114,131,14934
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(455, 2273, 571, 2415)",116,142,16472
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(597, 2360, 711, 2496)",114,136,15504
d0c3d270-f23e-4792-bac0-142a9cc8ccc6.jpg,Airplane,"(0, 1996, 128, 2160)",128,164,20992
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(209, 55, 354, 234)",145,179,25955
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1660, 72, 1841, 266)",181,194,35114
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(2185, 71, 2280, 159)",95,88,8360
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(2397, 171, 2522, 274)",125,103,12875
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(2309, 300, 2491, 459)",182,159,28938
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Truncated_airplane,"(2495, 405, 2567, 552)",72,147,10584
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1777, 284, 1927, 437)",150,153,22950
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1946, 449, 2100, 611)",154,162,24948
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1853, 629, 2031, 779)",178,150,26700
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(2121, 759, 2292, 924)",171,165,28215
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1828, 806, 1933, 889)",105,83,8715
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1247, 215, 1418, 424)",171,209,35739
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1040, 313, 1211, 498)",171,185,31635
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(803, 389, 1012, 592)",209,203,42427
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(622, 475, 798, 658)",176,183,32208
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1159, 793, 1265, 915)",106,122,12932
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1664, 980, 1752, 1089)",88,109,9592
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1541, 1010, 1644, 1129)",103,119,12257
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1178, 1174, 1268, 1274)",90,100,9000
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(1857, 1442, 2031, 1643)",174,201,34974
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(805, 2103, 1006, 2281)",201,178,35778
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(671, 1919, 776, 2034)",105,115,12075
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(289, 2072, 387, 2169)",98,97,9506
78400c58-1a7c-4342-a1fb-2117cb7cbc8b.jpg,Airplane,"(0, 1912, 104, 2009)",104,97,10088
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2393, 41, 2478, 99)",85,58,4930
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2382, 125, 2462, 193)",80,68,5440
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2117, 139, 2198, 223)",81,84,6804
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1634, 241, 1774, 375)",140,134,18760
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1809, 303, 1979, 488)",170,185,31450
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1403, 500, 1544, 641)",141,141,19881
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2213, 781, 2301, 863)",88,82,7216
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2175, 995, 2339, 1159)",164,164,26896
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2033, 1077, 2172, 1240)",139,163,22657
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1960, 1199, 2048, 1287)",88,88,7744
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(2182, 1383, 2340, 1522)",158,139,21962
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(754, 737, 850, 818)",96,81,7776
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(212, 1052, 304, 1119)",92,67,6164
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1263, 977, 1438, 1151)",175,174,30450
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1336, 1149, 1500, 1303)",164,154,25256
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1830, 1895, 1984, 2034)",154,139,21406
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1419, 1464, 1535, 1558)",116,94,10904
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1108, 1571, 1243, 1691)",135,120,16200
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(580, 1686, 708, 1783)",128,97,12416
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(225, 1740, 380, 1869)",155,129,19995
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(623, 1980, 776, 2111)",153,131,20043
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1456, 2118, 1547, 2198)",91,80,7280
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1451, 2200, 1559, 2263)",108,63,6804
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1468, 2265, 1549, 2332)",81,67,5427
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1482, 2392, 1576, 2458)",94,66,6204
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1470, 2450, 1579, 2517)",109,67,7303
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1249, 2290, 1349, 2356)",100,66,6600
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1260, 2356, 1358, 2423)",98,67,6566
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1125, 1731, 1272, 1854)",147,123,18081
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Airplane,"(1144, 1869, 1285, 1992)",141,123,17343
77f7b57f-5cf2-424d-a952-9847b3c3f35e.jpg,Truncated_airplane,"(0, 1022, 32, 1079)",32,57,1824
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2404, 35, 2493, 102)",89,67,5963
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2388, 114, 2475, 196)",87,82,7134
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2353, 195, 2422, 271)",69,76,5244
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2270, 222, 2344, 302)",74,80,5920
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2124, 140, 2211, 213)",87,73,6351
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Truncated_airplane,"(2514, 645, 2560, 722)",46,77,3542
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1811, 299, 1981, 486)",170,187,31790
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2009, 608, 2175, 767)",166,159,26394
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1914, 666, 2046, 837)",132,171,22572
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1715, 668, 1894, 846)",179,178,31862
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1572, 585, 1708, 735)",136,150,20400
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1395, 542, 1477, 624)",82,82,6724
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1272, 787, 1375, 867)",103,80,8240
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(2183, 995, 2340, 1153)",157,158,24806
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1854, 1429, 1933, 1515)",79,86,6794
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1264, 981, 1440, 1151)",176,170,29920
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1409, 1462, 1528, 1557)",119,95,11305
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1470, 2134, 1537, 2184)",67,50,3350
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(912, 1308, 1064, 1443)",152,135,20520
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1102, 1422, 1219, 1512)",117,90,10530
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1136, 1578, 1248, 1677)",112,99,11088
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(618, 1827, 745, 1945)",127,118,14986
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(251, 1746, 385, 1863)",134,117,15678
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(160, 1494, 250, 1554)",90,60,5400
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(210, 1328, 289, 1386)",79,58,4582
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(211, 1172, 303, 1247)",92,75,6900
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(224, 1054, 301, 1099)",77,45,3465
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(328, 945, 434, 1027)",106,82,8692
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(765, 741, 850, 814)",85,73,6205
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1254, 2161, 1327, 2221)",73,60,4380
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1275, 2294, 1357, 2345)",82,51,4182
014de911-7810-4f7d-8967-3e5402209f4a.jpg,Airplane,"(1505, 2455, 1580, 2506)",75,51,3825
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1249, 125, 1324, 202)",75,77,5775
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Truncated_airplane,"(1853, 0, 1897, 31)",44,31,1364
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1868, 406, 1943, 495)",75,89,6675
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1681, 405, 1766, 503)",85,98,8330
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1375, 412, 1452, 499)",77,87,6699
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1284, 399, 1366, 493)",82,94,7708
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1094, 402, 1185, 500)",91,98,8918
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(983, 402, 1061, 495)",78,93,7254
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(893, 403, 972, 500)",79,97,7663
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(798, 403, 875, 498)",77,95,7315
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1788, 673, 1870, 756)",82,83,6806
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1592, 704, 1673, 795)",81,91,7371
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1273, 662, 1358, 752)",85,90,7650
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1188, 668, 1269, 760)",81,92,7452
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(989, 670, 1068, 753)",79,83,6557
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(888, 669, 969, 762)",81,93,7533
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(791, 663, 882, 751)",91,88,8008
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2493, 1436, 2539, 1503)",46,67,3082
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2335, 1423, 2418, 1529)",83,106,8798
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2248, 1424, 2329, 1529)",81,105,8505
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2113, 1426, 2190, 1519)",77,93,7161
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2016, 1430, 2096, 1523)",80,93,7440
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1918, 1427, 2000, 1525)",82,98,8036
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1804, 1413, 1884, 1523)",80,110,8800
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1705, 1419, 1790, 1523)",85,104,8840
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1614, 1407, 1694, 1528)",80,121,9680
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1330, 1416, 1411, 1510)",81,94,7614
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1189, 1415, 1273, 1517)",84,102,8568
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(935, 1086, 1020, 1168)",85,82,6970
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1098, 1414, 1182, 1516)",84,102,8568
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(983, 1412, 1064, 1515)",81,103,8343
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(891, 1418, 974, 1517)",83,99,8217
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(789, 1410, 882, 1518)",93,108,10044
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(698, 1405, 783, 1511)",85,106,9010
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(600, 1415, 690, 1519)",90,104,9360
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(489, 1413, 568, 1510)",79,97,7663
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(399, 1414, 481, 1508)",82,94,7708
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2493, 1787, 2546, 1864)",53,77,4081
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2417, 1782, 2480, 1853)",63,71,4473
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2343, 1784, 2406, 1857)",63,73,4599
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2251, 1771, 2331, 1855)",80,84,6720
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2111, 1770, 2192, 1854)",81,84,6804
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(2015, 1774, 2097, 1861)",82,87,7134
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1897, 1769, 1994, 1887)",97,118,11446
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1778, 1746, 1876, 1857)",98,111,10878
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1606, 1732, 1748, 1880)",142,148,21016
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1666, 1930, 1757, 2015)",91,85,7735
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1305, 1722, 1395, 1844)",90,122,10980
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1126, 1728, 1264, 1866)",138,138,19044
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(1000, 1765, 1081, 1858)",81,93,7533
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(905, 1760, 985, 1859)",80,99,7920
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(804, 1767, 887, 1861)",83,94,7802
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(677, 1759, 759, 1842)",82,83,6806
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(578, 1756, 662, 1850)",84,94,7896
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(484, 1764, 574, 1858)",90,94,8460
d3d2b706-9017-41f4-b57e-469038daa634.jpg,Airplane,"(399, 1766, 478, 1848)",79,82,6478
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1677, 485, 1777, 554)",100,69,6900
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1904, 853, 1996, 923)",92,70,6440
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2163, 866, 2248, 934)",85,68,5780
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2384, 938, 2474, 1005)",90,67,6030
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2386, 1185, 2473, 1253)",87,68,5916
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2394, 1348, 2475, 1411)",81,63,5103
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2154, 1364, 2235, 1429)",81,65,5265
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2150, 1657, 2242, 1730)",92,73,6716
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2153, 1744, 2243, 1815)",90,71,6390
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2165, 1828, 2248, 1902)",83,74,6142
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2155, 1911, 2248, 1985)",93,74,6882
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2138, 1993, 2225, 2070)",87,77,6699
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2162, 2169, 2264, 2245)",102,76,7752
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2179, 2255, 2280, 2317)",101,62,6262
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(2381, 1904, 2474, 1988)",93,84,7812
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1528, 847, 1638, 923)",110,76,8360
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1769, 939, 1856, 1003)",87,64,5568
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1771, 1023, 1869, 1102)",98,79,7742
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1527, 1017, 1633, 1084)",106,67,7102
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1526, 1105, 1630, 1178)",104,73,7592
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1528, 1295, 1634, 1365)",106,70,7420
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1535, 1385, 1617, 1459)",82,74,6068
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1788, 1476, 1860, 1547)",72,71,5112
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1776, 1606, 1862, 1683)",86,77,6622
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1762, 1793, 1854, 1866)",92,73,6716
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1743, 1885, 1847, 1954)",104,69,7176
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1768, 2074, 1867, 2143)",99,69,6831
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1772, 2255, 1854, 2318)",82,63,5166
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1512, 1469, 1611, 1544)",99,75,7425
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1536, 1888, 1641, 1960)",105,72,7560
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1535, 2071, 1642, 2140)",107,69,7383
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1525, 2159, 1672, 2237)",147,78,11466
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1155, 847, 1244, 918)",89,71,6319
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1138, 1011, 1240, 1087)",102,76,7752
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1147, 1303, 1260, 1382)",113,79,8927
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1147, 1565, 1255, 1647)",108,82,8856
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1151, 1864, 1256, 1949)",105,85,8925
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1165, 2049, 1254, 2131)",89,82,7298
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(1159, 2144, 1256, 2219)",97,75,7275
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(915, 2233, 1038, 2326)",123,93,11439
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(786, 2082, 878, 2188)",92,106,9752
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(543, 2059, 637, 2127)",94,68,6392
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(698, 1952, 747, 2007)",49,55,2695
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(932, 1696, 1047, 1776)",115,80,9200
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(929, 1804, 1052, 1899)",123,95,11685
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(539, 1785, 635, 1860)",96,75,7200
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(538, 1598, 637, 1669)",99,71,7029
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(567, 1456, 635, 1508)",68,52,3536
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(562, 1196, 635, 1270)",73,74,5402
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(684, 971, 745, 1049)",61,78,4758
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(547, 924, 614, 983)",67,59,3953
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(932, 876, 1035, 950)",103,74,7622
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(932, 1338, 1039, 1403)",107,65,6955
4c9d2482-788c-4d68-a3d4-478b2367abce.jpg,Airplane,"(920, 1426, 1021, 1511)",101,85,8585
576827bc-a94a-4611-8820-f3d56e969151.jpg,Truncated_airplane,"(245, 358, 412, 532)",167,174,29058
576827bc-a94a-4611-8820-f3d56e969151.jpg,Truncated_airplane,"(9, 367, 196, 534)",187,167,31229
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(1625, 309, 1825, 465)",200,156,31200
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(1037, 333, 1224, 489)",187,156,29172
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(279, 555, 489, 738)",210,183,38430
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(242, 773, 453, 965)",211,192,40512
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(912, 500, 1092, 666)",180,166,29880
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(803, 674, 971, 823)",168,149,25032
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(719, 849, 891, 1010)",172,161,27692
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(644, 1036, 821, 1197)",177,161,28497
576827bc-a94a-4611-8820-f3d56e969151.jpg,Airplane,"(535, 1185, 713, 1343)",178,158,28124
